date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20140703T000000,715000.0,3,4.0,2080.0,2250.0,3.0,0,4,3,2080,0,1997,,4326 Greenwood Ave N,Seattle,WA 98103,USA
20140703T000000,529950.0,3,1.0,1240.0,5000.0,1.5,0,0,5,1240,0,1909,,820 NW 64th St,Seattle,WA 98107,USA
20140703T000000,265000.0,3,1.0,1020.0,8610.0,1.0,0,0,5,1020,0,1959,,3704 NE 9th Ct,Renton,WA 98056,USA
20140703T000000,1755000.0,3,2.0,2360.0,4800.0,2.0,0,0,3,2360,0,1909,2014.0,1242 15th Ave E,Seattle,WA 98112,USA
20140703T000000,1140000.0,3,2.5,2780.0,33503.0,1.5,0,1,4,2110,670,1969,,2800-2998 194th Ave SE,Sammamish,WA 98075,USA
20140703T000000,610000.0,3,2.0,2300.0,13418.0,1.0,0,0,3,1430,870,1955,,335-345 105th Ave SE,Bellevue,WA 98004,USA
20140703T000000,554729.0,4,2.5,2020.0,4350.0,2.0,0,0,5,1730,290,1943,,4109 W Bertona St,Seattle,WA 98199,USA
20140703T000000,395000.0,5,1.75,1840.0,10453.0,1.0,0,2,3,1360,480,1948,,2716 SW 170th St,Burien,WA 98166,USA
20140703T000000,341000.0,3,1.0,1390.0,4814.0,1.5,0,0,3,1390,0,1908,,8116 8th Ave NE,Seattle,WA 98115,USA
20140703T000000,264500.0,4,2.25,2060.0,11385.0,1.0,0,0,4,1200,860,1962,,2152 SW 323rd St,Federal Way,WA 98023,USA
20140703T000000,395000.0,4,2.75,2640.0,35070.0,1.5,0,0,3,2640,0,1963,,19803 121st Ave SE,Kent,WA 98031,USA
20140703T000000,640000.0,3,2.25,1980.0,10115.0,1.0,0,0,3,1980,0,1959,,3060 124th Ave NE,Bellevue,WA 98005,USA
20140703T000000,430000.0,3,1.5,1810.0,5080.0,1.0,0,0,3,1030,780,1958,,7321 39th Ave NE,Seattle,WA 98115,USA
20140703T000000,410000.0,4,2.5,1700.0,9000.0,1.0,0,0,5,1700,0,1972,,14214 81st Ave NE,Kirkland,WA 98034,USA
20140703T000000,220000.0,4,1.0,1200.0,6000.0,1.5,0,0,3,1200,0,1923,,7943 13th Ave SW,Seattle,WA 98106,USA
20140703T000000,1625000.0,4,3.25,2980.0,3600.0,2.0,0,0,3,2150,830,1999,,1820 38th Ave E,Seattle,WA 98112,USA
20140703T000000,405500.0,2,2.75,1350.0,1252.0,2.0,0,0,3,1120,230,2006,,9126 45th Ave SW,Seattle,WA 98136,USA
20140703T000000,633000.0,4,2.5,2360.0,10000.0,1.0,0,3,3,1980,380,1977,,3323-3325 33rd Ave SW,Seattle,WA 98126,USA
20140703T000000,295950.0,2,1.0,1190.0,6200.0,1.0,0,0,3,1190,0,1948,,1610 N 185th St,Shoreline,WA 98133,USA
20140703T000000,1042031.0,4,5.0,4110.0,43560.0,2.0,0,0,4,4110,0,1978,,2808 120th Ave NE,Bellevue,WA 98005,USA
20140703T000000,605000.0,4,2.5,2800.0,10786.0,1.0,0,0,3,1420,1380,1970,,16674 SE 17th St,Bellevue,WA 98008,USA
20140703T000000,255000.0,2,1.5,920.0,1598.0,2.0,0,0,3,920,0,1995,,10740 Stone Ave N,Seattle,WA 98133,USA
20140703T000000,474000.0,3,1.75,1530.0,8000.0,2.0,0,0,3,1530,0,1978,,10828 157th Ave NE,Redmond,WA 98052,USA
20140703T000000,370000.0,2,1.0,860.0,5040.0,1.0,0,0,3,860,0,1956,,9257 7th Ave NW,Seattle,WA 98117,USA
20140703T000000,288000.0,3,2.5,1520.0,3593.0,2.0,0,0,3,1520,0,2004,,22412 SE 243rd St,Maple Valley,WA 98038,USA
20140703T000000,100000.0,2,0.75,660.0,5240.0,1.0,0,0,4,660,0,1912,,749 1st Ave N,Kent,WA 98032,USA
20140703T000000,1150000.0,5,2.5,3580.0,8921.0,2.0,0,0,3,3580,0,2000,,409 20th Ave,Kirkland,WA 98033,USA
20140703T000000,600000.0,5,2.25,3000.0,13899.0,2.0,0,0,4,3000,0,1975,,17612 NE 30th Pl,Redmond,WA 98052,USA
20140703T000000,515000.0,5,3.25,2740.0,9629.0,1.0,0,0,5,1390,1350,1977,,10723 NE 189th St,Bothell,WA 98011,USA
20140703T000000,345000.0,4,2.5,2040.0,5523.0,2.0,0,0,3,2040,0,1999,,455 S 190th St,Burien,WA 98148,USA
20140703T000000,975000.0,6,2.75,2520.0,54160.0,2.0,1,4,3,2520,0,1954,,3405 SW Seola Ln,Seattle,WA 98146,USA
20140703T000000,850000.0,3,2.0,2470.0,8800.0,2.0,0,0,3,2470,0,1961,2004.0,3914 88th Ave SE,Mercer Island,WA 98040,USA
20140703T000000,439990.0,3,2.5,1930.0,1348.0,2.0,0,0,3,1300,630,2005,,3433 21st Ave W,Seattle,WA 98199,USA
20140703T000000,554950.0,3,2.5,2950.0,10254.0,2.0,0,0,3,2950,0,2006,,409 Pasco Pl NE,Renton,WA 98059,USA
20140703T000000,605000.0,3,2.5,2610.0,6405.0,2.0,0,0,3,2610,0,2001,,7102 Curtis Dr SE,Snoqualmie,WA 98065,USA
20140703T000000,609000.0,3,1.75,1630.0,1526.0,3.0,0,0,3,1630,0,2014,,3644 Phinney Ave N,Seattle,WA 98103,USA
20140703T000000,425000.0,3,1.5,1400.0,1022.0,3.0,0,0,3,1400,0,2007,,1018 NE 96th St,Seattle,WA 98115,USA
20140703T000000,399900.0,2,1.75,1410.0,1005.0,1.5,0,0,3,900,510,2011,,932-968 NE High St,Issaquah,WA 98029,USA
20140703T000000,1025000.0,4,3.5,4370.0,10860.0,2.0,0,0,3,4370,0,2008,,5350 NE 16th St,Renton,WA 98059,USA
20140703T000000,2351956.0,4,4.25,5010.0,19412.0,2.0,0,1,3,4000,1010,2014,,6410 E Mercer Way,Mercer Island,WA 98040,USA
20140703T000000,519995.0,4,3.0,2590.0,6160.0,2.0,0,0,3,2590,0,2014,,14012 163rd Pl SE,Renton,WA 98059,USA
20140704T000000,625000.0,3,1.5,1300.0,7200.0,1.0,0,0,5,1300,0,1960,,619 9th Ave,Kirkland,WA 98033,USA
20140704T000000,600000.0,3,2.5,2320.0,7609.0,2.0,0,0,3,2320,0,2003,,769-821 Big Tree Dr NW,Issaquah,WA 98027,USA
20140705T000000,1200000.0,4,2.5,2700.0,4275.0,2.0,0,0,3,2700,0,2004,,124 NE 60th St,Seattle,WA 98115,USA
20140705T000000,1738000.0,4,2.25,2920.0,6513.0,2.0,0,0,4,2260,660,1937,,1987 Shenandoah Dr E,Seattle,WA 98112,USA
20140705T000000,671000.0,4,3.0,3130.0,5700.0,1.5,0,0,3,1750,1380,1953,,4222 NE 72nd St,Seattle,WA 98115,USA
20140705T000000,459500.0,3,1.75,1470.0,4950.0,1.0,0,0,3,1030,440,1984,,14301 Wallingford Ave N,Seattle,WA 98133,USA
20140705T000000,499000.0,3,2.5,1540.0,1326.0,3.0,0,0,3,1390,150,1995,,2841 13th Ave W,Seattle,WA 98119,USA
20140706T000000,1280000.0,4,2.5,3160.0,4620.0,1.5,0,4,3,2020,1140,1917,2005.0,1730 Walnut Ave SW,Seattle,WA 98116,USA
20140706T000000,395000.0,3,1.75,1480.0,7700.0,1.0,0,0,3,1480,0,1975,,13547 104th Pl NE,Kirkland,WA 98034,USA
20140707T000000,861990.0,5,2.75,3595.0,5639.0,2.0,0,0,3,3595,0,2014,,9622 242nd Way NE,Redmond,WA 98053,USA
20140707T000000,382500.0,2,1.0,1190.0,4440.0,1.0,0,0,3,1190,0,1981,,3825 NE 117th St,Seattle,WA 98125,USA
20140707T000000,404950.0,4,2.25,2340.0,217014.0,1.0,0,0,4,2340,0,1982,,19415 SE 342nd St,Auburn,WA 98092,USA
20140707T000000,530000.0,3,1.75,1320.0,2500.0,1.0,0,0,3,870,450,1918,,2108 NE 54th St,Seattle,WA 98105,USA
20140707T000000,195000.0,2,1.0,1190.0,27007.0,1.0,0,0,4,1190,0,1910,,205 SW Gibson Ln,Issaquah,WA 98027,USA
20140707T000000,747500.0,4,2.25,2350.0,18600.0,2.0,0,0,4,2350,0,1977,,16327 Inglewood Pl NE,Kenmore,WA 98028,USA
20140707T000000,199990.0,3,1.0,1100.0,8560.0,1.0,0,0,3,1100,0,1961,,214 SW 305th St,Federal Way,WA 98023,USA
20140707T000000,548800.0,4,1.0,1660.0,4704.0,1.5,0,0,3,1260,400,1930,,8612 8th Ave NE,Seattle,WA 98115,USA
20140707T000000,870000.0,4,3.0,3040.0,36246.0,1.5,0,0,3,2680,360,1923,2014.0,200 E Lake Sammamish Pkwy NE,Sammamish,WA 98074,USA
20140707T000000,588000.0,3,2.0,1860.0,4777.0,2.0,0,0,5,1860,0,1908,,8222 16th Ave NE,Seattle,WA 98115,USA
20140707T000000,775000.0,4,3.25,4100.0,241322.0,2.0,0,0,3,2500,1600,1981,,18096-18162 NE 143rd Pl,Woodinville,WA 98072,USA
20140707T000000,670000.0,6,3.0,4050.0,36171.0,2.0,0,0,4,2620,1430,1970,,14717 245th Ave SE,Issaquah,WA 98027,USA
20140707T000000,445000.0,2,2.0,1240.0,2500.0,2.0,0,0,3,1240,0,1985,,2847 NW 70th St,Seattle,WA 98117,USA
20140707T000000,300000.0,4,3.0,2200.0,10800.0,1.0,0,0,3,2200,0,1960,,17237 129th Ave SE,Renton,WA 98058,USA
20140707T000000,480000.0,3,2.25,1680.0,9090.0,1.0,0,0,4,1130,550,1959,,305 158th Pl SE,Bellevue,WA 98008,USA
20140707T000000,300000.0,3,1.0,930.0,5160.0,1.5,0,0,5,930,0,1919,,8631 17th Ave SW,Seattle,WA 98106,USA
20140707T000000,360000.0,3,1.5,1800.0,22000.0,2.0,0,0,3,1800,0,1931,,3714 S 128th St,Tukwila,WA 98168,USA
20140707T000000,527000.0,6,3.5,3000.0,8401.0,1.0,0,0,3,1500,1500,1979,,12750 27th Ave NE,Seattle,WA 98125,USA
20140707T000000,875000.0,3,1.5,1820.0,12686.0,1.0,0,0,4,1820,0,1952,,2424 109th Ave SE,Bellevue,WA 98004,USA
20140707T000000,266000.0,4,2.25,1995.0,7102.0,2.0,0,0,4,1995,0,1981,,33724 27th Pl SW,Federal Way,WA 98023,USA
20140707T000000,866000.0,4,3.25,3990.0,9786.0,2.0,0,0,3,3990,0,2004,,Nuthatch Trail,Redmond,WA 98053,USA
20140707T000000,335950.0,2,1.5,800.0,5192.0,1.0,0,0,5,800,0,1951,,10203 42nd Ave SW,Seattle,WA 98146,USA
20140707T000000,215000.0,3,1.0,960.0,9563.0,1.0,0,0,5,960,0,1967,,1625 SW 351st St,Federal Way,WA 98023,USA
20140707T000000,481000.0,4,2.5,2286.0,8269.0,2.0,0,0,3,2286,0,2002,,1831 NE 29th Ct,Renton,WA 98056,USA
20140707T000000,320000.0,3,1.75,2220.0,11646.0,1.0,0,0,3,1270,950,1950,,5608 NE 204th St,Kenmore,WA 98028,USA
20140707T000000,295000.0,3,1.75,1940.0,7500.0,1.5,0,0,4,1940,0,1918,1985.0,1708 Franklin St,Enumclaw,WA 98022,USA
20140707T000000,295000.0,3,1.5,1640.0,7222.0,2.0,0,0,4,1640,0,1908,,9047 4th Ave S,Seattle,WA 98108,USA
20140707T000000,320000.0,3,1.0,1120.0,10576.0,1.0,0,0,4,1120,0,1969,,17722 199th Ave NE,Woodinville,WA 98077,USA
20140707T000000,780000.0,4,2.0,2600.0,4800.0,1.0,0,2,3,1400,1200,1953,,1937 10th Ave W,Seattle,WA 98119,USA
20140707T000000,437500.0,3,2.0,1490.0,4800.0,2.0,0,0,5,1490,0,1948,,309 NW 89th St,Seattle,WA 98117,USA
20140707T000000,443000.0,5,1.75,1650.0,3000.0,1.5,0,0,3,1650,0,1902,,814 20th Ave S,Seattle,WA 98144,USA
20140707T000000,575000.0,4,2.5,2400.0,6137.0,2.0,0,0,3,2400,0,1990,,22447 NE 9th Dr,Sammamish,WA 98074,USA
20140707T000000,245000.0,2,1.0,1500.0,6685.0,1.0,0,0,3,1190,310,1926,,12226 Phinney Ave N,Seattle,WA 98133,USA
20140707T000000,450000.0,3,2.5,1990.0,12793.0,2.0,0,0,3,1990,0,1993,,14543 86th Pl NE,Kenmore,WA 98028,USA
20140707T000000,536000.0,2,1.5,1130.0,746.0,2.0,0,0,3,1030,100,2009,,5412 6th Ave NW,Seattle,WA 98107,USA
20140707T000000,685000.0,3,3.25,2030.0,11070.0,2.0,0,0,4,2030,0,1980,,16725 NE 42nd Ct,Redmond,WA 98052,USA
20140707T000000,373000.0,4,1.75,1590.0,7920.0,2.0,0,0,4,1590,0,1960,,16016 Burke Ave N,Shoreline,WA 98133,USA
20140707T000000,450000.0,3,1.75,1480.0,8394.0,1.0,0,0,4,1480,0,1971,,6201 147th Ct NE,Redmond,WA 98052,USA
20140707T000000,645000.0,4,2.5,2690.0,18653.0,2.0,0,0,3,2690,0,1985,,4117 211th Pl NE,Sammamish,WA 98074,USA
20140707T000000,1275000.0,3,2.5,3870.0,46609.0,2.0,0,3,3,3870,0,1997,,17002 SE 14th Ln,Bellevue,WA 98008,USA
20140707T000000,230000.0,3,1.0,1390.0,6000.0,1.0,0,0,3,1390,0,1954,,880 Monroe Ave NE,Renton,WA 98056,USA
20140707T000000,593000.0,3,2.75,1830.0,1850.0,2.0,0,0,3,1690,140,2011,,2101-2499 NW Stoney Creek Dr,Issaquah,WA 98027,USA
20140707T000000,558000.0,2,2.0,1580.0,5750.0,1.0,0,0,5,790,790,1910,,4052 41st Ave SW,Seattle,WA 98116,USA
20140707T000000,538250.0,3,2.25,2590.0,15229.0,2.0,0,3,3,2590,0,1984,,23105 Marine View Dr S,Des Moines,WA 98198,USA
20140707T000000,475000.0,5,2.5,2510.0,8050.0,1.0,0,0,4,1490,1020,1977,,12608 NE 134th Pl,Kirkland,WA 98034,USA
20140707T000000,209950.0,3,1.5,1180.0,7300.0,1.0,0,0,4,1180,0,1968,,2601-2667 Alpine St SE,Auburn,WA 98002,USA
20140707T000000,410000.0,3,2.25,1450.0,19206.0,2.0,0,0,3,1450,0,1989,,1107 216th Ave NE,Sammamish,WA 98074,USA
20140707T000000,1636000.0,3,2.5,3110.0,6765.0,2.0,0,1,4,2550,560,1946,,8240 Fairway Dr NE,Seattle,WA 98115,USA
20140707T000000,670000.0,5,2.5,2860.0,68519.0,2.0,0,0,5,2860,0,1958,,37927 SE 82nd Pl,Snoqualmie,WA 98065,USA
20140707T000000,821000.0,3,2.75,2760.0,8476.0,1.0,0,0,4,1690,1070,1967,,6950 93rd Ave SE,Mercer Island,WA 98040,USA
20140707T000000,665000.0,5,2.0,2800.0,17788.0,1.0,0,0,4,1400,1400,1963,,7502 132nd Ave NE,Kirkland,WA 98033,USA
20140707T000000,339000.0,3,2.5,1450.0,3748.0,2.0,0,0,3,1450,0,2004,,7621 Orchard Ave SE,Snoqualmie,WA 98065,USA
20140707T000000,631500.0,4,2.0,2530.0,5650.0,1.5,0,0,4,1910,620,1910,,2900-2998 Fairmount Ave SW,Seattle,WA 98116,USA
20140707T000000,570000.0,3,2.0,1640.0,2808.0,1.0,0,3,4,820,820,1924,,3209 S Charles St,Seattle,WA 98144,USA
20140707T000000,437000.0,3,1.75,2220.0,17568.0,1.0,0,0,4,2220,0,1967,,16527 191st Pl NE,Woodinville,WA 98072,USA
20140707T000000,542500.0,3,2.5,2040.0,10086.0,2.0,0,0,3,2040,0,1987,,8511 170th Ct NE,Redmond,WA 98052,USA
20140707T000000,229500.0,3,1.0,1230.0,6000.0,1.0,0,0,4,1230,0,1967,,1605 21st St NE,Auburn,WA 98002,USA
20140707T000000,170500.0,2,1.0,1060.0,7700.0,1.0,0,0,3,820,240,1981,,1019 S 22nd Ct,Renton,WA 98055,USA
20140707T000000,391500.0,3,2.5,1920.0,9625.0,2.0,0,0,3,1920,0,1993,,955 11th Ct SW,North Bend,WA 98045,USA
20140707T000000,296475.0,3,2.5,1520.0,4170.0,2.0,0,0,3,1520,0,2004,,24312 226th Ave SE,Maple Valley,WA 98038,USA
20140707T000000,1450000.0,4,3.25,3770.0,4103.0,2.0,0,0,5,2710,1060,1925,,410 Wheeler St,Seattle,WA 98109,USA
20140707T000000,888550.0,3,2.5,3540.0,38322.0,2.0,0,0,3,3540,0,1989,,21837 NE 102nd St,Redmond,WA 98053,USA
20140707T000000,1360000.0,4,3.0,5430.0,108900.0,2.0,0,0,4,5430,0,1987,,22701 NE 57th Ct,Redmond,WA 98053,USA
20140707T000000,328000.0,3,2.0,2250.0,7904.0,1.5,0,0,3,2250,0,1998,,1512 10th Ct NW,Auburn,WA 98001,USA
20140707T000000,300000.0,4,2.5,2090.0,5195.0,2.0,0,0,3,2090,0,2007,,22736 129th Pl SE,Kent,WA 98031,USA
20140707T000000,500000.0,3,2.5,1720.0,3012.0,2.0,0,0,3,1720,0,2011,,14020 Meridian Ave N,Seattle,WA 98133,USA
20140707T000000,494815.0,3,2.5,1910.0,2091.0,2.0,0,0,3,1910,0,2014,,1273 NE Hickory Ln,Issaquah,WA 98029,USA
20140707T000000,378000.0,3,2.5,1601.0,2491.0,3.0,0,0,3,1536,65,2007,,12341 10th Pl NE,Seattle,WA 98125,USA
20140707T000000,505000.0,2,2.25,1060.0,1209.0,2.0,0,0,3,940,120,2006,,2000 Yale Ave E,Seattle,WA 98102,USA
20140707T000000,680000.0,4,2.75,2330.0,3920.0,2.0,0,0,3,2330,0,2005,,3440 NE Marion Ln,Issaquah,WA 98029,USA
20140707T000000,351999.0,3,2.5,2370.0,4200.0,2.0,0,0,3,2370,0,2014,,25828 243rd Ave SE,Maple Valley,WA 98038,USA
20140707T000000,510000.0,3,2.5,1420.0,1237.0,3.0,0,0,3,1420,0,2014,,2252 NW 62nd St,Seattle,WA 98107,USA
20140707T000000,1300000.0,4,2.25,2360.0,4000.0,2.0,0,0,3,2360,0,2013,,186 34th Ave E,Seattle,WA 98112,USA
20140707T000000,374000.0,2,1.5,1260.0,1575.0,2.0,0,0,3,1260,0,2001,,2900-2948 S Irving St,Seattle,WA 98144,USA
20140707T000000,509900.0,3,2.5,3030.0,9053.0,2.0,0,0,3,3030,0,2009,,5221 NE 7th Pl,Renton,WA 98059,USA
20140707T000000,230000.0,3,1.75,1140.0,1201.0,2.0,0,0,3,1140,0,2014,,4424-4438 Martin Luther King Jr Way S,Seattle,WA 98108,USA
20140708T000000,527700.0,5,2.5,2820.0,9375.0,1.0,0,0,4,1550,1270,1968,,15910 SE 42nd Pl,Bellevue,WA 98006,USA
20140708T000000,438000.0,2,2.0,1270.0,1372.0,3.0,0,0,3,1270,0,2000,,848 NE 67th St,Seattle,WA 98115,USA
20140708T000000,900000.0,3,2.5,3180.0,12600.0,2.0,0,0,4,3180,0,1978,,3004 211th Ave NE,Sammamish,WA 98074,USA
20140708T000000,1131000.0,3,2.25,2790.0,13791.0,1.0,0,3,3,2790,0,2006,,18125 Brittany Dr SW,Normandy Park,WA 98166,USA
20140708T000000,439000.0,4,2.25,2570.0,9503.0,2.0,0,0,3,2570,0,1980,,18719 129th Ct NE,Bothell,WA 98011,USA
20140708T000000,315000.0,2,1.0,1080.0,2674.0,1.0,0,0,4,720,360,1919,,4820 12th Ave S,Seattle,WA 98108,USA
20140708T000000,765000.0,4,4.0,3010.0,7221.0,2.0,0,0,3,3010,0,2004,,2828 277th Terrace SE,Sammamish,WA 98075,USA
20140708T000000,332000.0,3,2.25,2120.0,14915.0,1.0,0,0,3,1720,400,1979,,27840 38th Pl S,Auburn,WA 98001,USA
20140708T000000,600000.0,3,2.25,1900.0,46609.0,1.5,0,0,4,1440,460,1969,,17308 167th Ave NE,Woodinville,WA 98072,USA
20140708T000000,378500.0,3,2.5,2860.0,43821.0,2.0,0,0,4,2860,0,1990,,14921 SE Auburn-Black Diamond Rd,Auburn,WA 98092,USA
20140708T000000,190000.0,3,1.0,910.0,10575.0,1.0,0,0,4,910,0,1968,,2536 S 365th Pl,Federal Way,WA 98003,USA
20140708T000000,645000.0,4,2.5,2850.0,37522.0,2.0,0,0,3,2850,0,1987,,26007 SE 27th St,Sammamish,WA 98075,USA
20140708T000000,780000.0,2,2.5,2560.0,2500.0,2.0,0,0,5,1690,870,1901,,419 25th Ave E,Seattle,WA 98112,USA
20140708T000000,370000.0,3,1.75,1570.0,16817.0,2.0,0,0,3,1570,0,1982,,43719 SE 142nd St,North Bend,WA 98045,USA
20140708T000000,875000.0,4,3.5,3110.0,108464.0,2.0,0,2,4,3110,0,1979,,24119 SE 18th Pl,Sammamish,WA 98075,USA
20140708T000000,1049000.0,4,3.75,4740.0,126759.0,2.0,0,0,4,4740,0,1991,,27125-27131 SE 175th Pl,Issaquah,WA 98027,USA
20140708T000000,479000.0,3,1.0,1340.0,13750.0,1.0,0,0,4,1340,0,1955,,14211 SE 37th St,Bellevue,WA 98006,USA
20140708T000000,245000.0,4,2.25,2600.0,6390.0,1.0,0,0,3,1390,1210,1978,,26th Ave SW,Federal Way,WA 98023,USA
20140708T000000,542000.0,3,1.75,1070.0,8030.0,1.0,0,0,3,1070,0,1966,2014.0,13820 NE 72nd Pl,Redmond,WA 98052,USA
20140708T000000,557500.0,3,2.25,1820.0,9670.0,2.0,0,0,3,1820,0,1984,,17213 NE 32nd St,Redmond,WA 98052,USA
20140708T000000,480000.0,2,1.0,1060.0,3040.0,1.0,0,0,3,860,200,1924,,2342 N 60th St,Seattle,WA 98103,USA
20140708T000000,330000.0,3,2.25,2220.0,4060.0,1.0,0,0,3,1330,890,1993,,5401 S Fletcher St,Seattle,WA 98118,USA
20140708T000000,160000.0,3,1.0,1350.0,8700.0,1.5,0,0,3,1350,0,1942,,17052 34th Ave S,SeaTac,WA 98188,USA
20140708T000000,695500.0,5,2.75,2510.0,9180.0,1.0,0,1,4,1600,910,1975,,3312 181st Pl NE,Redmond,WA 98052,USA
20140708T000000,235500.0,5,2.5,2340.0,13713.0,1.0,0,0,2,1670,670,1967,,30221 8th Ave S,Federal Way,WA 98003,USA
20140708T000000,326500.0,3,1.0,1060.0,7920.0,1.0,0,0,4,1060,0,1968,,4149-4399 19th Ave SW,Seattle,WA 98106,USA
20140708T000000,300000.0,4,2.5,2200.0,8065.0,2.0,0,0,3,2200,0,1998,,9526 S 221st Pl,Kent,WA 98031,USA
20140708T000000,267000.0,3,1.0,1400.0,8100.0,1.5,0,0,3,1400,0,1944,,11520 36th Ave NE,Seattle,WA 98125,USA
20140708T000000,292600.0,3,1.5,1520.0,7123.0,1.0,0,0,4,1520,0,1959,,1012 Lynnwood Ave NE,Renton,WA 98056,USA
20140708T000000,362000.0,5,3.0,1810.0,3000.0,2.0,0,0,3,1810,0,1998,,4519 33rd Ave S,Seattle,WA 98118,USA
20140708T000000,1087500.0,2,2.0,2360.0,11340.0,1.5,0,0,3,2360,0,1997,,3063-3103 84th Ave SE,Mercer Island,WA 98040,USA
20140708T000000,357562.0,2,1.75,1210.0,1032.0,2.0,0,0,3,1210,0,2014,,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
20140708T000000,789900.0,3,2.5,3420.0,25150.0,1.0,0,0,4,1750,1670,1987,,14102 SE 42nd St,Bellevue,WA 98006,USA
20140708T000000,513000.0,3,2.5,1810.0,4592.0,2.0,0,0,3,1810,0,1992,,25744 SE 37th St,Issaquah,WA 98029,USA
20140708T000000,336000.0,3,2.25,2760.0,10160.0,1.0,0,0,3,2760,0,1969,,14213 SE 170th St,Renton,WA 98058,USA
20140708T000000,560000.0,4,2.25,1950.0,9800.0,1.0,0,0,3,1330,620,1968,,12034 NE 67th St,Kirkland,WA 98033,USA
20140708T000000,1150000.0,3,2.5,3830.0,48743.0,2.0,0,0,3,3830,0,1991,,16123 SE 44th Way,Bellevue,WA 98006,USA
20140708T000000,410000.0,4,2.25,2060.0,7283.0,1.0,0,0,3,1220,840,1963,2013.0,15568 11th Ave NE,Shoreline,WA 98155,USA
20140708T000000,371500.0,3,1.0,1650.0,6400.0,1.0,0,0,4,980,670,1954,,9233 25th Ave SW,Seattle,WA 98106,USA
20140708T000000,368000.0,4,1.75,2100.0,11942.0,1.0,0,0,3,1030,1070,1964,,5901-5909 17th Ave SW,Seattle,WA 98106,USA
20140708T000000,650000.0,4,3.0,3720.0,57499.0,1.0,0,0,3,1880,1840,2003,,4316 331st Ave NE,Carnation,WA 98014,USA
20140708T000000,308950.0,4,2.5,1920.0,8562.0,2.0,0,2,4,1920,0,1994,,203 Farrelly St,Enumclaw,WA 98022,USA
20140708T000000,440000.0,3,2.0,1860.0,217800.0,2.0,0,2,3,1860,0,1998,,9700 174th Ave SE,Renton,WA 98059,USA
20140708T000000,630000.0,2,2.5,2290.0,3507.0,2.0,0,0,3,2290,0,2005,,2598 NE Natalie Way,Issaquah,WA 98029,USA
20140708T000000,228950.0,3,1.75,1200.0,9085.0,1.0,0,0,4,1200,0,1968,,35839 14th Ave SW,Federal Way,WA 98023,USA
20140708T000000,782000.0,4,3.5,5270.0,53428.0,2.0,0,0,3,3440,1830,2004,,18603 E Spring Lake Dr SE,Renton,WA 98058,USA
20140708T000000,245000.0,3,2.5,1600.0,2788.0,2.0,0,0,4,1600,0,1992,,11539 SE 221st Pl,Kent,WA 98031,USA
20140708T000000,410000.0,4,2.5,2560.0,4020.0,2.0,0,0,3,2560,0,2006,,27645 236th Ct SE,Maple Valley,WA 98038,USA
20140708T000000,427550.0,2,1.0,880.0,4000.0,1.0,0,0,3,880,0,1940,,7554 Jones Ave NW,Seattle,WA 98117,USA
20140708T000000,235000.0,2,1.0,1020.0,7920.0,1.0,0,0,3,1020,0,1939,,1712 S Dawson St,Seattle,WA 98108,USA
20140708T000000,210000.0,3,2.0,960.0,9380.0,1.0,0,0,3,960,0,1949,,13045 6th Pl SW,Seattle,WA 98146,USA
20140708T000000,485000.0,4,2.25,1900.0,7200.0,1.0,0,0,3,1370,530,1977,,11042 31st Ave SW,Seattle,WA 98146,USA
20140708T000000,410000.0,3,2.0,1320.0,6000.0,1.5,0,0,4,1320,0,1920,,2200 S Hanford St,Seattle,WA 98144,USA
20140708T000000,435000.0,4,2.75,2230.0,9640.0,1.0,0,0,3,1320,910,1998,,13362 3rd Ave NE,Seattle,WA 98125,USA
20140708T000000,300000.0,3,1.0,1150.0,7314.0,1.0,0,0,3,1150,0,1960,,16940 NE 16th Pl,Bellevue,WA 98008,USA
20140708T000000,455000.0,4,3.5,3440.0,6000.0,2.0,0,0,4,3440,0,2002,,21625 4th Ave S,Normandy Park,WA 98198,USA
20140708T000000,210000.0,3,1.0,1070.0,8179.0,1.0,0,0,3,1070,0,1949,,11247 11th Ave SW,Seattle,WA 98146,USA
20140708T000000,1050000.0,4,2.75,2250.0,3433.0,1.5,0,0,3,1500,750,1927,2013.0,2052 Boyer Ave E,Seattle,WA 98112,USA
20140708T000000,458400.0,4,2.5,1910.0,10300.0,1.0,0,0,3,1910,0,1921,1968.0,105 NW 178th St,Shoreline,WA 98177,USA
20140708T000000,390000.0,3,1.75,1180.0,16552.0,1.0,0,0,4,1180,0,1967,,16714 NE 158th St,Woodinville,WA 98072,USA
20140708T000000,148226.0,3,1.0,1400.0,7360.0,1.0,0,0,4,1400,0,1968,,11626-11630 SE 323rd Pl,Auburn,WA 98092,USA
20140708T000000,711600.0,4,3.0,3580.0,9316.0,2.5,0,0,3,2370,1210,1991,,15502 SE 18th St,Bellevue,WA 98007,USA
20140708T000000,819000.0,3,2.75,3176.0,13391.0,2.0,0,3,4,2726,450,1985,,401 S 289th St,Federal Way,WA 98003,USA
20140708T000000,613000.0,2,2.0,1170.0,1890.0,1.5,0,1,4,1170,0,1927,,2425 Westview Dr W,Seattle,WA 98119,USA
